Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Month Name,Cost
12/3/2024,Smartwatch,Electronics,South,5,465,71.23,December,393.77
4/19/2023,Smartphone,Electronics,West,2,604,102.52,April,501.48
10/2/2022,Smartwatch,Electronics,East,2,2216,650.27,October,1565.73
6/6/2023,Mouse,Accessories,East,4,1168,220.22,June,947.78
1/26/2022,Monitor,Accessories,South,7,4088,230.43,January,3857.57
2/24/2022,Keyboard,Accessories,West,7,2597,152.09,February,2444.91
8/22/2023,Smartwatch,Electronics,West,3,2151,322.03,August,1828.97
9/8/2024,Laptop,Electronics,East,6,462,71.22,September,390.78
10/23/2022,Mouse,Accessories,North,7,5957,1077.86,October,4879.14
12/13/2023,Smartphone,Electronics,West,6,6978,2028.63,December,4949.37
10/20/2024,Headphones,Accessories,South,1,282,72.5,October,209.5
12/5/2023,Camera,Electronics,East,1,157,27.65,December,129.35
7/14/2023,Monitor,Accessories,North,8,3304,404.33,July,2899.67
2/13/2022,Headphones,Accessories,North,3,3051,201.26,February,2849.74
6/16/2024,Mouse,Accessories,East,9,8082,1783.55,June,6298.45
10/14/2024,Laptop,Electronics,West,3,510,110.38,October,399.62
4/20/2024,Tablet,Electronics,East,8,3976,1170.36,April,2805.64
12/26/2023,Smartphone,Electronics,East,9,828,59.99,December,768.01
4/5/2023,Headphones,Accessories,West,7,2457,388.11,April,2068.89
8/2/2023,Camera,Electronics,North,4,3924,298.07,August,3625.93
11/30/2022,Headphones,Accessories,West,2,2018,227.75,November,1790.25
9/8/2024,Monitor,Accessories,West,3,2043,479.9,September,1563.1
6/7/2024,Printer,Office,West,5,1035,187.12,June,847.88
8/12/2023,Smartwatch,Electronics,North,6,2724,675.53,August,2048.47
5/2/2023,Camera,Electronics,East,1,1120,127.32,May,992.68
10/26/2024,Monitor,Accessories,North,6,3438,631.95,October,2806.05
9/27/2022,Smartwatch,Electronics,West,5,3170,379.27,September,2790.73
6/25/2023,Smartwatch,Electronics,East,4,660,83.96,June,576.04
11/5/2022,Tablet,Electronics,East,7,4669,1088.15,November,3580.85
8/12/2022,Smartwatch,Electronics,West,5,1045,89,August,956
2/27/2022,Keyboard,Accessories,North,4,2724,229.47,February,2494.53
9/14/2023,Headphones,Accessories,West,8,5312,1583,September,3729
11/23/2024,Tablet,Electronics,West,4,4252,445.18,November,3806.82
10/9/2024,Printer,Office,East,7,8057,1652.27,October,6404.73
6/20/2023,Keyboard,Accessories,South,7,2023,274.25,June,1748.75
3/16/2024,Monitor,Accessories,South,8,9416,2125.54,March,7290.46
11/27/2023,Monitor,Accessories,East,8,7560,494.34,November,7065.66
1/8/2023,Monitor,Accessories,West,2,828,50.07,January,777.93
12/7/2023,Mouse,Accessories,West,1,527,27.45,December,499.55
9/11/2022,Keyboard,Accessories,North,2,1160,206.49,September,953.51
3/29/2022,Mouse,Accessories,West,5,5430,310.86,March,5119.14
1/15/2024,Tablet,Electronics,South,7,6874,454.53,January,6419.47
7/12/2023,Printer,Office,East,8,8952,1825.37,July,7126.63
6/6/2022,Mouse,Accessories,East,8,416,67.81,June,348.19
11/18/2023,Smartphone,Electronics,South,3,1680,140.27,November,1539.73
8/27/2022,Mouse,Accessories,South,7,4340,383.9,August,3956.1
1/16/2022,Laptop,Electronics,West,9,7650,2130.82,January,5519.18
4/3/2024,Smartwatch,Electronics,West,8,6328,412.76,April,5915.24
8/19/2022,Keyboard,Accessories,West,2,1312,344,August,968
1/21/2022,Camera,Electronics,East,9,8055,2300.17,January,5754.83
3/19/2022,Camera,Electronics,South,2,840,153.61,March,686.39
3/16/2023,Tablet,Electronics,South,9,9423,2794.89,March,6628.11
12/30/2023,Monitor,Accessories,North,8,6520,1113.12,December,5406.88
10/20/2022,Laptop,Electronics,North,3,1950,116.12,October,1833.88
10/16/2023,Camera,Electronics,South,6,5928,1177.2,October,4750.8
7/29/2023,Camera,Electronics,South,7,4809,1418.72,July,3390.28
6/4/2023,Smartphone,Electronics,West,4,356,23.4,June,332.6
4/28/2023,Laptop,Electronics,South,2,570,94.39,April,475.61
5/13/2022,Monitor,Accessories,East,7,7791,907.96,May,6883.04
5/10/2024,Smartwatch,Electronics,East,4,4168,494.48,May,3673.52
8/21/2023,Tablet,Electronics,North,2,684,183.85,August,500.15
1/5/2024,Smartphone,Electronics,East,7,3857,447.99,January,3409.01
9/7/2024,Camera,Electronics,North,5,3250,699.99,September,2550.01
8/3/2023,Printer,Office,North,6,1194,79.62,August,1114.38
5/7/2023,Laptop,Electronics,West,6,3486,320.91,May,3165.09
8/5/2022,Monitor,Accessories,West,7,1554,370.97,August,1183.03
7/19/2024,Smartwatch,Electronics,North,3,2601,463.36,July,2137.64
11/15/2022,Headphones,Accessories,West,4,3616,745.75,November,2870.25
2/1/2023,Mouse,Accessories,West,5,3350,986.33,February,2363.67
12/20/2023,Smartwatch,Electronics,South,5,2545,588.47,December,1956.53
8/26/2024,Monitor,Accessories,East,1,545,68.28,August,476.72
12/19/2023,Mouse,Accessories,North,7,1470,178.85,December,1291.15
11/30/2023,Camera,Electronics,South,3,3126,870.95,November,2255.05
12/27/2024,Laptop,Electronics,West,3,1368,302.29,December,1065.71
12/21/2024,Headphones,Accessories,East,9,7083,1353.39,December,5729.61
1/28/2024,Printer,Office,East,2,1994,453.74,January,1540.26
9/3/2022,Camera,Electronics,North,4,4716,1084.16,September,3631.84
2/29/2024,Monitor,Accessories,South,1,975,125.85,February,849.15
4/21/2023,Smartphone,Electronics,West,9,9891,1774.03,April,8116.97
5/24/2024,Smartwatch,Electronics,South,2,626,159.49,May,466.51
5/19/2024,Monitor,Accessories,East,8,5632,1620.04,May,4011.96
9/10/2024,Printer,Office,West,3,2568,734.6,September,1833.4
9/12/2023,Tablet,Electronics,East,7,5285,629.07,September,4655.93
11/8/2023,Camera,Electronics,East,2,516,122.77,November,393.23
5/31/2022,Monitor,Accessories,East,3,2139,503.08,May,1635.92
1/5/2023,Laptop,Electronics,East,9,8136,1923.89,January,6212.11
10/25/2024,Laptop,Electronics,West,5,2130,318.99,October,1811.01
4/1/2024,Headphones,Accessories,South,5,3445,202.15,April,3242.85
12/16/2024,Tablet,Electronics,East,8,5376,429.84,December,4946.16
8/5/2023,Printer,Office,West,6,3006,730.14,August,2275.86
12/31/2022,Headphones,Accessories,North,7,3941,1113.85,December,2827.15
3/10/2023,Monitor,Accessories,North,5,3350,389.95,March,2960.05
5/5/2024,Printer,Office,South,3,2019,265.44,May,1753.56
6/9/2022,Headphones,Accessories,North,8,2416,403.38,June,2012.62
5/13/2022,Monitor,Accessories,West,8,6160,684.71,May,5475.29
4/7/2022,Printer,Office,East,4,2796,682.65,April,2113.35
12/19/2024,Smartwatch,Electronics,South,7,7700,1573.41,December,6126.59
6/17/2024,Smartwatch,Electronics,West,5,2095,193.93,June,1901.07
9/25/2024,Camera,Electronics,North,5,5990,1548.62,September,4441.38
12/27/2024,Smartwatch,Electronics,North,2,1206,307.02,December,898.98
3/15/2024,Smartwatch,Electronics,South,5,1330,285.78,March,1044.22
7/25/2022,Camera,Electronics,West,6,2706,766.68,July,1939.32
1/14/2023,Laptop,Electronics,East,3,426,50.8,January,375.2
11/13/2024,Tablet,Electronics,West,1,414,50.26,November,363.74
6/29/2024,Laptop,Electronics,East,5,5465,546.33,June,4918.67
5/22/2024,Tablet,Electronics,South,3,726,71.06,May,654.94
4/30/2022,Smartwatch,Electronics,East,1,1001,225.75,April,775.25
2/16/2022,Mouse,Accessories,West,9,7362,1866.65,February,5495.35
5/14/2022,Keyboard,Accessories,East,4,2284,576.59,May,1707.41
12/17/2022,Tablet,Electronics,East,4,2940,566.36,December,2373.64
5/16/2023,Printer,Office,South,4,3068,868.89,May,2199.11
8/7/2024,Smartphone,Electronics,North,3,3477,862.21,August,2614.79
8/4/2024,Smartwatch,Electronics,West,9,4014,204.48,August,3809.52
8/7/2024,Monitor,Accessories,North,8,7200,804.53,August,6395.47
4/3/2024,Smartwatch,Electronics,West,3,735,134.53,April,600.47
1/31/2023,Monitor,Accessories,East,3,2964,446.54,January,2517.46
3/25/2022,Camera,Electronics,West,9,3699,276.07,March,3422.93
5/14/2022,Printer,Office,West,3,1563,221.62,May,1341.38
7/13/2023,Mouse,Accessories,South,2,124,32.27,July,91.73
7/3/2023,Mouse,Accessories,North,2,416,71.68,July,344.32
3/7/2023,Camera,Electronics,South,8,2624,294.24,March,2329.76
11/4/2024,Headphones,Accessories,East,4,1636,134.85,November,1501.15
12/24/2023,Headphones,Accessories,East,8,8200,1978.93,December,6221.07
3/10/2022,Mouse,Accessories,East,5,5615,715.58,March,4899.42
9/30/2022,Printer,Office,East,5,3085,413.52,September,2671.48
12/7/2024,Keyboard,Accessories,South,6,3198,913.76,December,2284.24
2/13/2022,Camera,Electronics,West,4,1848,374.66,February,1473.34
4/11/2023,Smartwatch,Electronics,North,4,652,116.06,April,535.94
11/22/2022,Mouse,Accessories,South,6,2940,609.99,November,2330.01
5/29/2022,Headphones,Accessories,East,4,3912,454.89,May,3457.11
10/9/2022,Tablet,Electronics,South,8,9392,891.07,October,8500.93
10/21/2022,Monitor,Accessories,West,1,312,43.01,October,268.99
11/24/2023,Laptop,Electronics,East,9,7731,1459.74,November,6271.26
6/23/2023,Tablet,Electronics,West,1,1081,229.32,June,851.68
8/16/2023,Smartphone,Electronics,West,6,1926,393.01,August,1532.99
7/26/2022,Monitor,Accessories,East,3,936,88.51,July,847.49
12/29/2024,Laptop,Electronics,South,9,8550,1970.98,December,6579.02
8/24/2023,Monitor,Accessories,North,4,2468,457.51,August,2010.49
9/4/2023,Tablet,Electronics,West,3,801,90.34,September,710.66
1/3/2023,Laptop,Electronics,East,9,2655,701.11,January,1953.89
11/30/2023,Smartwatch,Electronics,West,8,3928,700.38,November,3227.62
7/11/2024,Monitor,Accessories,East,8,6488,1438.34,July,5049.66
2/3/2024,Headphones,Accessories,West,9,7695,1749.26,February,5945.74
7/19/2023,Headphones,Accessories,West,2,1856,468.19,July,1387.81
4/14/2022,Smartwatch,Electronics,North,7,1519,403.63,April,1115.37
1/19/2024,Tablet,Electronics,West,3,3549,996.05,January,2552.95
9/12/2024,Laptop,Electronics,East,3,1656,378.84,September,1277.16
8/24/2024,Keyboard,Accessories,North,7,812,175.55,August,636.45
12/25/2022,Mouse,Accessories,North,5,3730,864.41,December,2865.59
12/24/2023,Monitor,Accessories,South,1,1161,210.87,December,950.13
5/18/2022,Headphones,Accessories,North,3,2256,282.52,May,1973.48
9/28/2024,Monitor,Accessories,East,1,359,78.17,September,280.83
3/23/2024,Headphones,Accessories,East,2,130,11.1,March,118.9
9/26/2022,Mouse,Accessories,South,8,4248,831.54,September,3416.46
10/4/2024,Camera,Electronics,South,5,1825,221.47,October,1603.53
9/25/2024,Keyboard,Accessories,East,2,876,224.01,September,651.99
1/3/2023,Camera,Electronics,North,9,9180,2752.84,January,6427.16
3/26/2024,Monitor,Accessories,West,5,1765,160.89,March,1604.11
10/6/2022,Monitor,Accessories,South,2,1504,164.51,October,1339.49
6/30/2022,Keyboard,Accessories,South,9,1881,430.78,June,1450.22
1/16/2022,Keyboard,Accessories,East,9,7425,1533.72,January,5891.28
10/16/2022,Tablet,Electronics,East,9,720,192.83,October,527.17
5/7/2024,Smartphone,Electronics,West,5,2985,698.22,May,2286.78
1/4/2022,Laptop,Electronics,North,9,711,200.11,January,510.89
8/13/2024,Printer,Office,South,6,6276,1396.25,August,4879.75
1/13/2023,Mouse,Accessories,East,7,7966,955.8,January,7010.2
3/14/2023,Headphones,Accessories,East,8,4200,854.89,March,3345.11
5/17/2024,Laptop,Electronics,East,7,455,80,May,375
10/15/2024,Keyboard,Accessories,South,8,5040,465.36,October,4574.64
9/11/2023,Mouse,Accessories,East,1,856,87.69,September,768.31
7/20/2023,Monitor,Accessories,West,5,5230,385.77,July,4844.23
3/19/2022,Laptop,Electronics,South,5,4635,769.03,March,3865.97
12/7/2024,Laptop,Electronics,East,6,5508,360.28,December,5147.72
6/6/2023,Smartphone,Electronics,North,1,258,27.01,June,230.99
7/13/2023,Smartphone,Electronics,East,1,677,88.41,July,588.59
7/10/2023,Monitor,Accessories,West,5,4545,755.05,July,3789.95
9/9/2024,Smartphone,Electronics,South,5,4370,1255.36,September,3114.64
1/6/2023,Keyboard,Accessories,East,3,372,57.51,January,314.49
9/5/2024,Camera,Electronics,West,9,3177,629.96,September,2547.04
4/19/2023,Printer,Office,South,7,1659,127.48,April,1531.52
4/20/2023,Tablet,Electronics,South,3,3360,759.31,April,2600.69
3/2/2023,Smartphone,Electronics,West,2,1132,290.56,March,841.44
10/5/2024,Smartwatch,Electronics,East,5,1815,468.62,October,1346.38
11/11/2023,Mouse,Accessories,North,1,459,125.19,November,333.81
11/15/2023,Smartphone,Electronics,West,1,1128,73.74,November,1054.26
10/30/2024,Monitor,Accessories,East,6,1170,104.63,October,1065.37
8/1/2022,Smartwatch,Electronics,North,5,4420,380.69,August,4039.31
2/29/2024,Smartphone,Electronics,West,6,456,69.15,February,386.85
2/25/2024,Tablet,Electronics,North,2,1458,154.79,February,1303.21
6/24/2024,Monitor,Accessories,West,7,2989,197.58,June,2791.42
12/20/2024,Camera,Electronics,North,4,3424,845.68,December,2578.32
10/14/2024,Mouse,Accessories,West,2,1226,124.25,October,1101.75
11/16/2024,Laptop,Electronics,North,8,6760,1097.63,November,5662.37
9/25/2023,Smartphone,Electronics,West,1,111,13.61,September,97.39
6/9/2023,Printer,Office,North,5,3275,222.29,June,3052.71
9/8/2024,Headphones,Accessories,North,3,2508,498.69,September,2009.31
9/1/2024,Keyboard,Accessories,South,8,904,202.35,September,701.65
9/5/2024,Printer,Office,West,3,1506,427.84,September,1078.16
10/23/2022,Smartphone,Electronics,South,3,987,97.01,October,889.99
1/29/2022,Smartphone,Electronics,East,7,2968,728.94,January,2239.06
3/17/2022,Mouse,Accessories,South,5,4200,746.86,March,3453.14
1/16/2024,Smartwatch,Electronics,North,5,1645,313.66,January,1331.34
11/25/2024,Printer,Office,East,3,3282,492.59,November,2789.41
2/13/2022,Headphones,Accessories,East,9,4914,1160.45,February,3753.55
3/30/2023,Laptop,Electronics,North,6,3924,762.96,March,3161.04
9/12/2023,Headphones,Accessories,South,6,420,65.62,September,354.38
6/28/2024,Printer,Office,West,4,1544,106.02,June,1437.98
8/29/2022,Headphones,Accessories,East,2,2046,233.47,August,1812.53
11/22/2023,Headphones,Accessories,West,2,1548,157.48,November,1390.52
5/10/2023,Keyboard,Accessories,North,4,3184,478.27,May,2705.73
10/17/2024,Printer,Office,South,5,3385,774.86,October,2610.14
10/11/2023,Monitor,Accessories,North,1,59,10.32,October,48.68
5/18/2024,Monitor,Accessories,South,8,5976,1016.99,May,4959.01
1/30/2023,Mouse,Accessories,West,3,1791,122.5,January,1668.5
1/13/2023,Smartwatch,Electronics,West,2,1644,189.32,January,1454.68
5/17/2024,Tablet,Electronics,West,8,6584,544.62,May,6039.38
8/3/2022,Headphones,Accessories,East,5,1620,325.87,August,1294.13
2/6/2024,Mouse,Accessories,West,9,2736,407.22,February,2328.78
4/11/2024,Monitor,Accessories,South,4,1064,274.47,April,789.53
6/18/2024,Camera,Electronics,South,7,2667,363.5,June,2303.5
4/3/2023,Headphones,Accessories,South,3,735,217.79,April,517.21
12/18/2024,Laptop,Electronics,East,1,58,11.25,December,46.75
4/25/2023,Camera,Electronics,South,7,3136,850.3,April,2285.7
9/17/2023,Mouse,Accessories,East,4,3936,374.34,September,3561.66
11/23/2022,Smartphone,Electronics,East,9,6102,947.91,November,5154.09
5/17/2024,Smartphone,Electronics,North,8,9408,552.44,May,8855.56
12/14/2022,Mouse,Accessories,South,9,7875,1243.56,December,6631.44
10/13/2024,Keyboard,Accessories,North,9,9900,576.8,October,9323.2
10/16/2024,Keyboard,Accessories,North,2,430,114.91,October,315.09
9/18/2023,Mouse,Accessories,South,3,813,238.1,September,574.9
12/9/2023,Camera,Electronics,South,4,4176,980.11,December,3195.89
10/2/2023,Camera,Electronics,South,4,3084,348.38,October,2735.62
3/31/2022,Mouse,Accessories,West,7,8008,1593.65,March,6414.35
6/12/2024,Smartwatch,Electronics,South,4,4608,963.5,June,3644.5
6/16/2024,Headphones,Accessories,West,4,4356,614.62,June,3741.38
9/4/2023,Printer,Office,South,1,566,169.17,September,396.83
12/2/2022,Laptop,Electronics,East,7,945,75.21,December,869.79
11/12/2022,Smartwatch,Electronics,North,4,2200,484.33,November,1715.67
12/30/2024,Mouse,Accessories,North,1,746,131.25,December,614.75
12/6/2024,Monitor,Accessories,East,5,3505,678.18,December,2826.82
5/26/2024,Monitor,Accessories,East,5,4795,819.12,May,3975.88
10/20/2024,Monitor,Accessories,North,5,4590,650.05,October,3939.95
5/4/2023,Monitor,Accessories,North,4,2092,467.02,May,1624.98
5/9/2024,Mouse,Accessories,South,8,3568,334.13,May,3233.87
12/7/2023,Smartphone,Electronics,West,9,10404,2028.21,December,8375.79
12/10/2022,Printer,Office,South,9,7029,1005.58,December,6023.42
11/21/2022,Laptop,Electronics,West,8,664,126.6,November,537.4
11/20/2024,Tablet,Electronics,West,3,1923,274,November,1649
11/30/2022,Printer,Office,West,7,2471,566.51,November,1904.49
1/3/2024,Smartphone,Electronics,North,2,258,64.12,January,193.88
10/29/2024,Smartwatch,Electronics,East,9,1134,267.26,October,866.74
9/24/2024,Headphones,Accessories,East,5,855,238.83,September,616.17
4/9/2024,Smartwatch,Electronics,West,9,3231,670.85,April,2560.15
9/5/2024,Tablet,Electronics,South,7,3591,266.59,September,3324.41
2/3/2024,Camera,Electronics,East,2,254,20.48,February,233.52
3/17/2023,Smartphone,Electronics,South,5,5930,1193.32,March,4736.68
7/15/2024,Headphones,Accessories,West,2,1344,297.99,July,1046.01
3/20/2023,Laptop,Electronics,East,1,920,98.31,March,821.69
8/28/2022,Printer,Office,North,9,5454,385.51,August,5068.49
12/1/2022,Laptop,Electronics,West,8,9512,663.23,December,8848.77
1/21/2023,Mouse,Accessories,North,4,2972,827.46,January,2144.54
5/23/2024,Smartwatch,Electronics,West,3,3360,465.02,May,2894.98
10/24/2022,Tablet,Electronics,West,4,1004,240.13,October,763.87
12/25/2024,Headphones,Accessories,West,2,1944,332.55,December,1611.45
9/18/2023,Monitor,Accessories,East,5,5055,1200.09,September,3854.91
7/18/2022,Smartwatch,Electronics,West,2,128,8.33,July,119.67
3/9/2024,Smartphone,Electronics,East,3,633,163.03,March,469.97
12/14/2022,Printer,Office,South,3,2523,506.7,December,2016.3
11/6/2023,Printer,Office,West,1,196,39.6,November,156.4
2/11/2022,Printer,Office,East,9,4212,552.96,February,3659.04
3/28/2024,Monitor,Accessories,North,1,63,17.29,March,45.71
7/2/2023,Mouse,Accessories,South,8,2752,394.66,July,2357.34
11/11/2024,Mouse,Accessories,West,3,1989,419.61,November,1569.39
3/9/2024,Laptop,Electronics,East,8,8032,466.19,March,7565.81
1/21/2022,Tablet,Electronics,South,6,3702,407.34,January,3294.66
10/17/2022,Smartwatch,Electronics,East,8,456,90.24,October,365.76
2/10/2023,Camera,Electronics,West,7,5355,1143.16,February,4211.84
3/4/2024,Camera,Electronics,West,1,972,261.91,March,710.09
1/8/2022,Headphones,Accessories,South,5,3290,797.82,January,2492.18
11/24/2022,Laptop,Electronics,East,1,735,139.31,November,595.69
10/24/2024,Tablet,Electronics,North,3,3336,798.26,October,2537.74
10/3/2022,Keyboard,Accessories,West,3,2082,346.53,October,1735.47
7/18/2024,Keyboard,Accessories,East,2,1340,129.89,July,1210.11
3/13/2022,Laptop,Electronics,East,5,1160,227.13,March,932.87
9/21/2024,Monitor,Accessories,East,4,1272,299.84,September,972.16
1/14/2022,Printer,Office,West,3,2817,588.47,January,2228.53
3/5/2024,Monitor,Accessories,East,3,1464,264.67,March,1199.33
2/13/2023,Headphones,Accessories,West,1,307,60.51,February,246.49
10/1/2022,Tablet,Electronics,West,6,5706,1306.92,October,4399.08
5/25/2024,Headphones,Accessories,North,1,1112,100.47,May,1011.53
7/15/2023,Keyboard,Accessories,West,1,1147,133.48,July,1013.52
2/11/2023,Laptop,Electronics,North,2,330,66.57,February,263.43
7/12/2023,Monitor,Accessories,North,4,2176,250.89,July,1925.11
3/19/2022,Headphones,Accessories,South,7,7616,1317.79,March,6298.21
7/16/2024,Printer,Office,North,1,1091,258.3,July,832.7
4/3/2024,Tablet,Electronics,East,2,1026,279.76,April,746.24
11/17/2024,Tablet,Electronics,West,2,210,42.04,November,167.96
9/17/2022,Printer,Office,North,2,180,10.78,September,169.22
9/12/2024,Tablet,Electronics,North,4,380,72.88,September,307.12
8/13/2023,Monitor,Accessories,West,8,7664,1580.55,August,6083.45
10/22/2022,Smartphone,Electronics,East,8,6056,1029.9,October,5026.1
1/28/2022,Mouse,Accessories,North,6,606,104.52,January,501.48
3/30/2024,Monitor,Accessories,North,3,750,193.86,March,556.14
12/11/2024,Printer,Office,East,2,1218,218.88,December,999.12
3/26/2023,Laptop,Electronics,West,2,2162,355.45,March,1806.55
3/13/2023,Headphones,Accessories,East,9,2223,347.01,March,1875.99
9/19/2023,Smartphone,Electronics,West,7,4452,920.05,September,3531.95
2/8/2022,Printer,Office,West,1,184,50.19,February,133.81
4/5/2022,Headphones,Accessories,North,3,288,77.38,April,210.62
1/24/2024,Camera,Electronics,West,2,834,150.12,January,683.88
8/20/2023,Keyboard,Accessories,East,5,4025,923.17,August,3101.83
9/8/2023,Headphones,Accessories,West,7,4732,1084.28,September,3647.72
5/19/2022,Headphones,Accessories,West,5,4025,407.72,May,3617.28
7/15/2023,Printer,Office,South,8,2416,500.93,July,1915.07
3/16/2024,Tablet,Electronics,North,7,1897,524.69,March,1372.31
4/16/2022,Mouse,Accessories,East,4,840,190.13,April,649.87
1/2/2022,Mouse,Accessories,North,8,6600,360.45,January,6239.55
10/20/2022,Laptop,Electronics,West,2,2362,342.27,October,2019.73
2/4/2024,Headphones,Accessories,South,6,2958,577.27,February,2380.73
3/22/2024,Tablet,Electronics,East,1,477,56.49,March,420.51
6/4/2022,Keyboard,Accessories,North,3,942,84.8,June,857.2
1/21/2023,Camera,Electronics,East,2,2084,586.72,January,1497.28
8/16/2023,Tablet,Electronics,West,6,4584,473.37,August,4110.63
5/28/2022,Printer,Office,East,1,1118,319.28,May,798.72
4/30/2024,Mouse,Accessories,North,9,4005,652.15,April,3352.85
3/4/2024,Smartwatch,Electronics,East,5,4610,1293.37,March,3316.63
10/14/2024,Keyboard,Accessories,South,1,551,86.84,October,464.16
8/5/2022,Printer,Office,West,1,75,19.29,August,55.71
12/19/2023,Mouse,Accessories,South,6,6576,1899.67,December,4676.33
3/26/2023,Printer,Office,North,6,6432,1410.52,March,5021.48
8/8/2022,Headphones,Accessories,South,7,7763,1444.27,August,6318.73
3/2/2024,Monitor,Accessories,East,7,2240,622.29,March,1617.71
12/4/2022,Headphones,Accessories,East,6,5298,1209.88,December,4088.12
7/15/2023,Smartwatch,Electronics,North,2,116,32.27,July,83.73
2/2/2022,Tablet,Electronics,East,8,6728,1140.19,February,5587.81
12/2/2022,Monitor,Accessories,North,5,490,55.59,December,434.41
1/26/2024,Monitor,Accessories,North,7,2765,699.86,January,2065.14
4/21/2022,Smartphone,Electronics,West,8,2680,598.97,April,2081.03
8/19/2023,Camera,Electronics,East,2,2174,335.37,August,1838.63
4/11/2024,Monitor,Accessories,North,9,5562,1258.12,April,4303.88
9/27/2022,Smartphone,Electronics,East,8,9208,2595.33,September,6612.67
8/31/2024,Smartphone,Electronics,West,4,4512,546.71,August,3965.29
3/4/2024,Camera,Electronics,West,9,7974,1965.96,March,6008.04
4/30/2022,Monitor,Accessories,East,6,4944,1335.04,April,3608.96
3/19/2022,Printer,Office,South,3,1611,234.84,March,1376.16
7/5/2024,Smartwatch,Electronics,West,9,4599,618.89,July,3980.11
3/21/2024,Laptop,Electronics,East,6,4380,419.3,March,3960.7
10/20/2024,Headphones,Accessories,South,2,2376,580.26,October,1795.74
1/3/2023,Monitor,Accessories,South,9,6588,1800.9,January,4787.1
1/5/2022,Mouse,Accessories,East,5,3745,720.08,January,3024.92
6/18/2022,Camera,Electronics,North,5,5305,1389.25,June,3915.75
5/19/2023,Tablet,Electronics,North,8,1608,332.12,May,1275.88
7/18/2024,Monitor,Accessories,East,9,4977,745.81,July,4231.19
2/9/2022,Smartphone,Electronics,East,7,4529,273.97,February,4255.03
4/15/2024,Camera,Electronics,West,7,4690,319.42,April,4370.58
11/12/2024,Keyboard,Accessories,East,4,2424,544.07,November,1879.93
11/27/2024,Keyboard,Accessories,North,6,3594,610.77,November,2983.23
5/3/2022,Keyboard,Accessories,North,7,3962,491.9,May,3470.1
3/14/2024,Camera,Electronics,East,2,944,149.38,March,794.62
12/20/2022,Smartwatch,Electronics,West,6,6792,1787.97,December,5004.03
3/6/2023,Tablet,Electronics,North,7,6804,1383.81,March,5420.19
9/20/2024,Camera,Electronics,South,6,816,98.75,September,717.25
7/10/2022,Monitor,Accessories,North,6,5916,544.59,July,5371.41
6/17/2022,Mouse,Accessories,South,5,5730,310.58,June,5419.42
5/13/2024,Headphones,Accessories,East,7,8288,785.54,May,7502.46
6/24/2022,Headphones,Accessories,South,2,2046,394.93,June,1651.07
6/5/2022,Tablet,Electronics,East,9,5031,1149.48,June,3881.52
3/10/2022,Keyboard,Accessories,South,9,1764,417.95,March,1346.05
7/23/2022,Laptop,Electronics,South,8,1880,486.88,July,1393.12
12/25/2023,Smartwatch,Electronics,West,2,200,10.45,December,189.55
10/6/2022,Mouse,Accessories,East,3,2688,476.77,October,2211.23
1/2/2023,Laptop,Electronics,West,4,3216,213.81,January,3002.19
12/21/2023,Camera,Electronics,East,8,8440,1504.18,December,6935.82
4/26/2024,Tablet,Electronics,East,7,1582,208.42,April,1373.58
7/12/2024,Laptop,Electronics,North,1,58,10.79,July,47.21
3/26/2022,Smartwatch,Electronics,West,8,608,163.18,March,444.82
11/19/2024,Smartphone,Electronics,North,3,183,41.82,November,141.18
7/2/2024,Monitor,Accessories,West,5,3105,744.26,July,2360.74
4/13/2023,Monitor,Accessories,North,5,2450,485.18,April,1964.82
12/5/2022,Laptop,Electronics,North,3,3024,622.29,December,2401.71
4/20/2023,Printer,Office,East,4,3856,747.79,April,3108.21
3/11/2024,Keyboard,Accessories,West,7,532,121.03,March,410.97
2/19/2023,Smartphone,Electronics,South,4,3152,307.62,February,2844.38
12/4/2023,Monitor,Accessories,East,9,8586,1555.82,December,7030.18
10/21/2022,Monitor,Accessories,South,2,1046,273.38,October,772.62
2/15/2022,Tablet,Electronics,West,4,3452,560.31,February,2891.69
3/12/2022,Monitor,Accessories,West,4,2368,361.02,March,2006.98
10/20/2022,Camera,Electronics,South,2,1924,422.25,October,1501.75
9/19/2022,Laptop,Electronics,West,5,4580,1148.06,September,3431.94
11/2/2024,Headphones,Accessories,East,5,3735,423.94,November,3311.06
5/13/2023,Monitor,Accessories,North,4,2476,417.16,May,2058.84
7/13/2023,Laptop,Electronics,South,2,162,16.51,July,145.49
7/4/2022,Printer,Office,West,3,258,38.03,July,219.97
3/19/2022,Keyboard,Accessories,East,4,3524,998.29,March,2525.71
5/27/2023,Smartwatch,Electronics,South,8,6184,1796.9,May,4387.1
3/7/2023,Monitor,Accessories,West,6,3750,645.69,March,3104.31
4/15/2022,Mouse,Accessories,South,5,1465,424.64,April,1040.36
3/28/2024,Camera,Electronics,North,4,4480,412.05,March,4067.95
2/29/2024,Laptop,Electronics,North,8,1544,281.22,February,1262.78
1/21/2024,Headphones,Accessories,North,9,7974,1181.04,January,6792.96
3/30/2024,Printer,Office,East,5,5920,1679.15,March,4240.85
10/2/2024,Smartwatch,Electronics,South,8,8792,2045.54,October,6746.46
12/18/2023,Smartwatch,Electronics,East,1,294,52.37,December,241.63
